,YEAR,TEAM,CONF,G,WINS,LOSSES,W%,ADJOE,ADJDE,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ T.,WAB,SEED,FINISH,T_WINS,Corrected_Expected_Wins,Cinderella
338,2013,Missouri,SEC,33.0,23.0,10.0,0.697,112.9,95.2,51.3,45.9,19.3,17.5,39.5,28.3,35.1,28.8,51.4,44.0,34.0,32.9,31.3,35.1,67.6,1.3,9.0,R64,0.0,0,0.0
339,2013,Minnesota,B10,32.0,20.0,12.0,0.625,112.7,92.0,49.1,45.4,21.7,20.1,44.1,32.9,41.9,35.3,49.1,42.6,32.6,33.9,29.6,34.3,64.0,2.1,11.0,R32,1.0,0,1.0
340,2013,Louisville,BE,34.0,29.0,5.0,0.853,112.6,83.5,49.5,44.0,18.7,27.6,38.4,33.7,38.8,33.7,49.5,42.7,33.1,31.2,30.3,33.5,67.5,9.0,1.0,CHAMPS,6.0,5,1.0
341,2013,Kansas,B12,34.0,29.0,5.0,0.853,112.3,86.0,53.4,41.5,19.9,18.7,34.3,28.8,39.7,33.1,52.7,39.0,36.7,30.7,29.6,36.2,67.7,7.5,1.0,Sweet Sixteen,2.0,5,-3.0
342,2013,Kansas St.,B12,33.0,26.0,7.0,0.788,112.1,93.7,49.2,47.4,18.2,22.4,38.5,34.0,31.8,36.9,46.8,46.5,35.9,33.1,33.2,28.9,63.2,5.4,4.0,R64,0.0,2,-2.0
343,2013,Miami FL,ACC,33.0,27.0,6.0,0.818,110.9,90.0,52.3,45.6,16.9,18.4,30.8,27.9,35.2,28.8,51.5,43.8,35.8,32.6,34.9,34.9,63.2,6.4,2.0,Sweet Sixteen,2.0,4,-2.0
344,2013,UCLA,P12,34.0,25.0,9.0,0.735,110.9,95.0,49.5,47.1,15.7,20.0,30.2,34.0,32.9,24.4,49.1,46.9,33.9,31.9,23.8,30.9,69.5,3.3,6.0,R64,0.0,1,-1.0
345,2013,Davidson,SC,32.0,25.0,7.0,0.781,110.8,99.5,53.3,45.5,17.0,18.9,29.2,27.9,38.7,36.5,52.2,44.5,36.6,32.3,38.5,26.2,65.4,-1.2,14.0,R64,0.0,0,0.0
346,2013,North Carolina,ACC,33.0,23.0,10.0,0.697,110.7,93.5,49.5,48.0,17.1,21.2,35.1,30.9,28.0,26.7,46.9,45.9,37.0,34.9,30.7,32.6,71.4,2.6,8.0,R32,1.0,1,0.0
347,2013,Michigan St.,B10,32.0,24.0,8.0,0.75,110.4,89.1,50.7,45.0,20.5,19.7,35.5,28.3,36.7,32.6,50.4,44.8,34.4,30.2,27.3,33.8,64.6,6.7,3.0,Sweet Sixteen,2.0,2,0.0
348,2013,Illinois,B10,32.0,20.0,12.0,0.625,110.1,94.0,47.9,49.0,17.6,21.9,33.4,33.2,31.2,36.6,47.6,47.8,32.1,34.2,40.9,35.4,66.4,2.4,7.0,R32,1.0,1,0.0
349,2013,South Dakota St.,Sum,31.0,22.0,9.0,0.71,110.0,104.2,53.5,50.9,16.3,17.1,29.0,26.0,33.5,24.7,50.2,49.6,39.4,35.5,36.3,35.1,64.1,-3.0,13.0,R64,0.0,0,0.0
350,2013,Temple,A10,32.0,23.0,9.0,0.719,110.0,97.5,49.2,48.7,16.2,20.2,31.2,31.9,35.5,33.9,48.7,46.8,33.4,35.5,37.2,29.6,67.1,1.6,9.0,R32,1.0,0,1.0
351,2013,La Salle,A10,30.0,21.0,9.0,0.7,109.8,95.5,51.5,49.2,17.3,22.0,29.6,32.9,31.5,28.6,49.1,50.6,37.1,29.9,35.7,24.4,66.6,0.5,13.0,Sweet Sixteen,2.0,0,2.0
352,2013,Mississippi,SEC,34.0,26.0,8.0,0.765,109.7,95.9,49.3,46.6,15.8,21.7,33.8,31.9,39.3,31.3,49.3,46.4,33.0,31.3,33.2,35.8,71.1,1.7,12.0,R32,1.0,0,1.0
353,2013,Oklahoma,B12,31.0,20.0,11.0,0.645,109.5,95.1,47.9,47.4,17.6,19.7,33.6,31.4,36.1,31.5,47.5,46.5,32.6,32.7,26.4,34.5,66.9,0.4,10.0,R64,0.0,0,0.0
354,2013,Butler,A10,33.0,25.0,8.0,0.758,109.4,93.7,51.0,46.9,20.5,17.3,36.2,26.0,38.1,36.5,50.7,45.6,34.3,33.1,35.7,30.8,64.4,4.8,6.0,R32,1.0,1,0.0
355,2013,Belmont,OVC,30.0,24.0,6.0,0.8,108.9,94.9,56.8,47.4,19.8,25.0,30.4,33.9,32.4,36.9,57.1,46.2,37.6,32.9,39.5,36.9,67.4,0.3,11.0,R64,0.0,0,0.0
356,2013,Wisconsin,B10,34.0,23.0,11.0,0.676,108.4,85.7,49.2,43.0,15.6,18.0,32.6,26.7,29.9,25.6,48.5,42.7,33.4,29.2,39.7,24.8,62.1,4.6,5.0,R64,0.0,1,-1.0
357,2013,Saint Louis,A10,33.0,27.0,6.0,0.818,107.9,88.6,50.7,45.6,17.6,23.4,28.1,28.3,44.7,35.6,50.0,44.3,34.7,32.8,34.3,26.8,64.7,3.9,4.0,R32,1.0,2,-1.0
358,2013,Oklahoma St.,B12,32.0,24.0,8.0,0.75,107.9,88.4,48.9,44.5,18.1,21.5,31.8,30.7,40.8,35.1,49.6,42.5,31.6,32.2,31.2,34.2,67.3,3.2,5.0,R64,0.0,1,-1.0
359,2013,Valparaiso,Horz,32.0,25.0,7.0,0.781,107.8,97.7,56.1,46.0,22.0,19.2,31.6,27.3,42.3,37.4,56.1,44.5,37.5,33.6,39.8,26.2,65.8,-0.6,14.0,R64,0.0,0,0.0
360,2013,Wichita St.,MVC,34.0,26.0,8.0,0.765,107.8,91.6,50.2,46.0,19.8,20.4,38.0,25.3,35.8,37.4,50.1,44.0,33.7,33.0,35.2,36.2,64.8,2.3,9.0,Final Four,4.0,0,4.0
361,2013,Memphis,CUSA,34.0,30.0,4.0,0.882,107.3,90.8,53.2,45.6,20.8,22.0,36.2,30.6,37.9,35.0,51.8,43.5,37.9,33.5,28.3,30.5,69.5,4.7,6.0,R32,1.0,1,0.0
362,2013,Georgetown,BE,31.0,25.0,6.0,0.806,106.8,84.6,51.4,42.8,20.1,22.6,30.6,31.3,37.0,33.6,50.4,41.3,35.8,30.5,32.6,34.1,62.1,6.5,2.0,R64,0.0,4,-4.0
363,2013,New Mexico,MWC,34.0,29.0,5.0,0.853,106.4,90.6,48.7,45.5,17.6,19.5,28.9,27.8,45.8,25.2,46.2,41.7,35.4,34.3,35.0,39.1,65.5,7.0,3.0,R64,0.0,2,-2.0
364,2013,Harvard,Ivy,27.0,18.0,9.0,0.667,106.0,100.1,55.0,49.0,21.1,21.1,26.1,31.5,50.4,30.7,52.4,49.0,40.1,32.7,33.8,28.5,64.9,-2.5,14.0,R32,1.0,0,1.0
365,2013,Colorado,P12,32.0,21.0,11.0,0.656,105.8,91.0,48.6,46.1,19.9,19.4,33.9,30.5,41.4,24.7,47.2,44.9,34.7,32.3,28.7,35.9,65.6,1.4,10.0,R64,0.0,0,0.0
366,2013,Pacific,BW,32.0,20.0,12.0,0.625,105.7,101.0,50.8,49.7,17.7,20.1,29.4,30.6,38.2,39.2,47.1,48.3,39.1,34.7,31.8,38.2,63.3,-5.0,15.0,R64,0.0,0,0.0
367,2013,California,P12,31.0,20.0,11.0,0.645,105.6,93.7,48.2,44.5,18.8,16.6,32.8,30.6,31.3,30.7,48.9,42.0,30.4,33.6,23.4,29.4,66.4,0.5,12.0,R32,1.0,0,1.0
368,2013,Bucknell,Pat,32.0,27.0,5.0,0.844,105.6,93.2,49.9,42.6,15.1,14.3,29.6,24.2,36.6,28.7,48.6,41.0,36.0,30.9,24.3,30.8,63.3,1.2,11.0,R64,0.0,0,0.0
369,2013,UNLV,MWC,33.0,24.0,9.0,0.727,105.6,89.0,49.3,44.0,20.3,18.6,33.5,27.2,36.5,29.7,49.4,42.6,32.7,31.3,34.7,32.1,69.3,1.8,5.0,R64,0.0,1,-1.0
370,2013,San Diego St.,MWC,30.0,20.0,10.0,0.667,105.5,88.7,48.5,44.1,17.9,18.3,31.5,28.0,36.0,29.7,48.4,42.4,32.4,31.9,32.4,32.3,67.0,0.5,7.0,R32,1.0,1,0.0
371,2013,Akron,MAC,31.0,25.0,6.0,0.806,105.4,93.8,51.4,44.0,20.4,20.5,37.8,30.2,36.8,35.5,52.2,42.2,33.2,32.2,36.7,29.6,66.6,0.6,12.0,R64,0.0,0,0.0
372,2013,Cincinnati,BE,33.0,22.0,11.0,0.667,105.1,88.1,46.2,43.1,19.5,20.1,38.8,29.9,36.2,32.1,45.3,42.2,31.7,30.0,37.3,30.2,65.5,1.7,10.0,R64,0.0,0,0.0
373,2013,Villanova,BE,32.0,19.0,13.0,0.594,105.0,91.2,47.3,46.9,22.9,21.9,32.8,29.7,51.3,40.5,45.6,42.3,33.7,36.8,35.3,35.7,67.8,0.3,9.0,R64,0.0,0,0.0
374,2013,Northwestern St.,Slnd,27.0,19.0,8.0,0.704,105.0,102.0,49.3,47.6,19.0,22.0,35.3,37.0,40.8,40.6,50.2,46.5,31.4,34.0,29.7,25.4,73.2,-3.0,14.0,R64,0.0,0,0.0
375,2013,Oregon,P12,34.0,26.0,8.0,0.765,103.8,89.2,49.1,46.3,21.3,22.3,36.1,27.8,39.0,32.7,49.4,44.2,32.3,34.3,27.4,29.6,69.2,2.9,12.0,Sweet Sixteen,2.0,0,2.0
376,2013,New Mexico St.,WAC,33.0,23.0,10.0,0.697,103.3,95.4,50.0,45.3,21.8,18.7,36.4,29.8,47.9,30.8,50.3,43.0,32.6,33.8,23.7,29.8,65.2,-2.9,13.0,R64,0.0,0,0.0
377,2013,Montana,BSky,29.0,23.0,6.0,0.793,103.2,101.9,54.0,48.3,18.9,18.5,25.1,30.6,41.3,35.1,52.5,47.8,37.8,33.1,35.5,30.5,63.8,-1.2,13.0,R64,0.0,0,0.0
378,2013,Florida Gulf Coast,ASun,32.0,22.0,10.0,0.688,101.9,97.4,51.4,47.1,20.9,22.4,33.2,32.7,34.5,32.9,52.3,47.0,33.1,31.5,34.8,38.0,68.9,-3.9,15.0,Sweet Sixteen,2.0,0,2.0
379,2013,Albany,AE,34.0,24.0,10.0,0.706,101.1,99.6,49.8,47.9,21.2,19.9,31.7,28.3,40.3,27.4,47.4,47.1,36.4,33.1,33.0,34.9,63.3,-4.3,15.0,R64,0.0,0,0.0
380,2013,Western Kentucky,SB,34.0,19.0,15.0,0.559,99.5,100.6,49.1,47.9,22.4,20.7,34.8,31.1,37.9,37.0,48.7,47.4,33.2,32.8,36.4,31.7,66.0,-8.1,16.0,R64,0.0,0,0.0
381,2013,James Madison,CAA,34.0,20.0,14.0,0.588,98.1,99.8,47.4,48.7,17.2,21.3,29.2,30.5,38.3,39.8,46.1,46.7,33.3,35.0,32.1,34.1,64.5,-8.6,16.0,R64,0.0,0,0.0
382,2013,Southern,SWAC,29.0,20.0,9.0,0.69,96.1,97.5,49.1,41.6,16.8,20.3,26.7,31.1,40.3,35.2,46.2,40.4,36.4,29.6,34.4,30.1,65.1,-5.5,16.0,R64,0.0,0,0.0
383,2013,North Carolina A&T,MEAC,34.0,18.0,16.0,0.529,91.0,96.0,45.2,44.5,22.5,23.6,30.2,33.4,43.2,41.3,45.1,42.5,30.2,31.8,37.0,38.2,66.9,-11.3,16.0,R64,0.0,0,0.0
384,2014,Creighton,BE,33.0,26.0,7.0,0.788,126.5,100.4,59.3,48.0,15.2,15.1,28.1,27.8,34.3,32.9,56.2,46.8,42.1,33.6,44.7,34.8,65.6,5.7,3.0,R32,1.0,2,-1.0
385,2014,Duke,ACC,34.0,26.0,8.0,0.765,126.1,97.8,54.0,49.0,14.4,18.7,35.1,31.7,39.3,40.2,50.8,50.0,39.4,30.5,39.0,24.0,66.8,6.5,3.0,R64,0.0,2,-2.0
386,2014,Michigan,B10,33.0,25.0,8.0,0.758,123.0,99.7,55.5,49.6,14.8,17.3,28.9,28.9,35.9,27.6,53.1,50.4,39.4,32.1,40.0,32.1,63.0,7.7,2.0,Elite Eight,3.0,4,-1.0
387,2014,Wisconsin,B10,33.0,26.0,7.0,0.788,121.9,96.6,53.1,47.5,12.6,15.6,27.9,27.7,44.1,25.9,51.3,46.2,37.3,34.3,39.3,25.3,64.3,8.0,2.0,Final Four,4.0,4,0.0
388,2014,Kansas,B12,33.0,24.0,9.0,0.727,120.2,95.5,54.5,47.1,19.0,16.3,37.1,29.1,48.9,45.8,55.7,44.1,34.5,35.9,29.2,31.1,68.3,6.9,2.0,R32,1.0,4,-3.0
389,2014,Louisville,Amer,34.0,29.0,5.0,0.853,119.2,88.2,54.0,43.8,14.9,25.2,37.3,32.9,40.4,38.2,53.0,43.9,37.1,29.1,35.6,30.7,69.0,5.4,4.0,Sweet Sixteen,2.0,2,0.0
390,2014,UCLA,P12,34.0,26.0,8.0,0.765,118.5,96.9,54.4,50.1,14.9,20.5,30.2,28.3,39.0,36.4,52.8,48.8,39.1,34.6,27.5,41.8,70.4,4.6,4.0,Sweet Sixteen,2.0,2,0.0
391,2014,Oklahoma,B12,32.0,23.0,9.0,0.719,118.4,99.8,52.0,49.5,15.8,17.7,32.3,30.6,40.0,38.4,49.3,48.6,37.8,34.0,36.8,35.1,71.8,4.1,5.0,R64,0.0,1,-1.0
392,2014,Michigan St.,B10,34.0,26.0,8.0,0.765,118.4,94.8,54.5,46.2,17.1,18.3,33.5,27.7,33.5,39.1,52.1,44.0,39.1,33.2,35.8,37.0,66.3,6.9,4.0,Elite Eight,3.0,2,1.0
393,2014,Baylor,B12,33.0,22.0,11.0,0.667,118.1,101.1,51.4,48.6,18.2,15.9,41.1,32.9,43.7,32.7,48.2,45.6,38.4,36.7,34.5,32.3,62.8,3.1,6.0,Sweet Sixteen,2.0,1,1.0
394,2014,Oregon,P12,32.0,23.0,9.0,0.719,117.3,100.6,53.4,49.3,16.3,19.3,32.8,31.8,42.9,48.0,50.7,49.7,39.2,32.3,33.9,31.6,69.4,2.7,7.0,R32,1.0,1,0.0
395,2014,Pittsburgh,ACC,34.0,25.0,9.0,0.735,117.1,94.4,50.9,46.8,16.5,19.2,37.7,28.8,46.0,37.0,50.0,45.3,35.6,33.1,26.8,33.4,64.1,4.2,9.0,R32,1.0,0,1.0
396,2014,Iowa St.,B12,33.0,26.0,7.0,0.788,116.6,96.8,53.8,47.1,14.4,16.2,28.1,28.3,37.2,31.1,54.6,45.4,35.1,33.6,38.1,33.8,71.9,7.5,3.0,Sweet Sixteen,2.0,2,0.0
397,2014,Oklahoma St.,B12,33.0,21.0,12.0,0.636,116.4,94.5,52.8,46.0,14.7,20.0,27.7,32.2,49.4,40.0,51.5,44.8,36.8,32.2,34.2,32.9,69.0,1.4,9.0,R64,0.0,0,0.0
398,2014,Tennessee,SEC,32.0,20.0,12.0,0.625,116.2,93.6,49.3,45.9,17.2,17.2,39.7,27.6,41.3,33.1,49.2,43.9,33.0,34.0,30.6,27.3,63.4,0.4,11.0,Sweet Sixteen,2.0,0,2.0
399,2014,Villanova,BE,32.0,28.0,4.0,0.875,116.1,92.8,54.0,46.6,17.2,20.2,33.1,28.9,45.0,38.7,53.9,43.4,36.1,35.4,44.6,32.7,67.4,8.4,2.0,R32,1.0,4,-3.0
400,2014,Florida,SEC,34.0,32.0,2.0,0.941,115.9,88.8,52.7,45.1,17.8,21.9,35.6,28.8,43.4,32.6,51.3,42.9,36.8,33.3,35.3,31.5,63.4,11.8,1.0,Final Four,4.0,5,-1.0
401,2014,Kentucky,SEC,34.0,24.0,10.0,0.706,115.9,95.7,49.7,45.0,18.1,16.3,42.2,29.9,53.8,37.8,50.0,44.0,32.5,31.7,28.0,29.4,66.5,4.0,8.0,Finals,5.0,1,4.0
402,2014,Wichita St.,MVC,33.0,33.0,0.0,1.0,115.5,93.5,52.0,44.8,16.2,18.5,35.4,25.9,47.3,35.6,52.0,43.7,34.7,31.3,36.5,35.4,65.2,8.2,1.0,R32,1.0,5,-4.0
403,2014,Syracuse,ACC,32.0,27.0,5.0,0.844,115.3,93.5,48.2,48.3,14.6,21.9,38.1,31.7,38.8,36.5,47.5,45.8,33.5,34.6,27.1,40.8,61.5,7.9,3.0,R32,1.0,2,-1.0
404,2014,Arizona,P12,34.0,30.0,4.0,0.882,115.0,86.7,51.6,42.2,16.0,19.0,37.2,26.0,41.7,34.5,50.9,40.5,35.6,31.4,26.5,26.2,64.6,9.5,1.0,Elite Eight,3.0,5,-2.0
405,2014,North Dakota St.,Sum,28.0,22.0,6.0,0.786,114.8,104.9,55.0,50.1,15.5,17.4,31.4,27.4,41.7,40.5,56.0,46.8,34.9,37.5,27.1,34.7,64.5,0.3,12.0,R32,1.0,0,1.0
406,2014,Gonzaga,WCC,33.0,27.0,6.0,0.818,114.6,93.9,55.4,44.4,16.9,17.8,30.7,29.5,40.6,38.3,54.0,42.8,38.7,31.8,32.7,31.6,66.1,4.0,8.0,R32,1.0,1,0.0
407,2014,BYU,WCC,33.0,22.0,11.0,0.667,114.2,100.4,51.0,49.0,15.3,16.7,35.0,28.6,47.6,36.0,49.5,47.8,37.3,34.1,22.2,35.1,73.1,0.6,10.0,R64,0.0,0,0.0
408,2014,New Mexico,MWC,33.0,27.0,6.0,0.818,113.8,97.1,51.4,44.9,15.9,14.9,32.8,28.6,47.0,31.2,51.8,41.4,33.7,34.4,31.8,35.1,66.3,4.5,7.0,R64,0.0,1,-1.0
409,2014,North Carolina St.,ACC,34.0,21.0,13.0,0.618,113.2,101.6,49.8,47.4,15.9,17.5,34.7,36.2,36.4,43.1,51.3,47.1,30.3,32.0,25.8,30.8,66.5,0.7,12.0,R64,0.0,0,0.0
410,2014,Virginia,ACC,34.0,28.0,6.0,0.824,113.2,88.4,50.6,43.9,16.8,18.8,34.8,26.4,42.4,32.3,48.9,41.8,36.5,31.9,29.6,33.9,61.3,8.2,1.0,Sweet Sixteen,2.0,5,-3.0
411,2014,Dayton,A10,33.0,23.0,10.0,0.697,113.2,100.6,52.6,49.4,18.1,19.1,34.9,28.6,41.3,43.2,50.7,48.5,37.8,34.3,31.6,32.1,65.4,0.7,11.0,Elite Eight,3.0,0,3.0
412,2014,Providence,BE,34.0,22.0,12.0,0.647,113.2,99.5,48.1,48.9,17.3,16.4,35.4,30.0,41.9,34.3,46.0,48.7,35.0,32.9,31.7,28.7,65.0,1.3,11.0,R64,0.0,0,0.0
413,2014,Saint Joseph's,A10,33.0,24.0,9.0,0.727,112.9,97.8,53.9,47.6,18.7,15.4,29.5,27.6,43.4,30.6,52.0,46.1,38.0,33.7,36.8,34.3,65.9,2.2,10.0,R64,0.0,0,0.0
414,2014,Stanford,P12,33.0,21.0,12.0,0.636,112.5,97.8,51.9,48.3,16.8,17.0,29.5,28.0,44.6,37.0,50.3,45.8,37.1,35.5,29.3,33.7,67.3,1.2,10.0,Sweet Sixteen,2.0,0,2.0
415,2014,Memphis,Amer,31.0,22.0,9.0,0.71,112.4,96.3,52.0,48.1,18.8,20.6,36.1,33.2,39.9,33.7,52.7,48.8,33.5,31.0,27.2,29.4,69.7,2.8,8.0,R32,1.0,1,0.0
416,2014,New Mexico St.,WAC,34.0,25.0,9.0,0.735,112.1,102.1,53.5,44.4,18.8,16.1,37.9,33.2,54.8,33.7,53.2,42.8,36.2,33.1,26.8,23.0,67.1,-2.2,13.0,R64,0.0,0,0.0
417,2014,North Carolina,ACC,32.0,23.0,9.0,0.719,111.7,93.9,49.8,46.5,17.1,19.4,37.8,31.3,44.6,41.8,49.6,46.2,33.6,31.3,20.8,34.0,70.9,4.3,6.0,R32,1.0,1,0.0
418,2014,Connecticut,Amer,34.0,26.0,8.0,0.765,111.6,92.8,51.4,43.9,17.6,19.5,31.2,33.4,38.6,35.5,48.0,41.4,38.7,32.9,33.8,31.6,65.1,4.8,7.0,CHAMPS,6.0,1,5.0
419,2014,Harvard,Ivy,29.0,25.0,4.0,0.862,111.4,95.1,52.3,46.1,17.6,21.4,32.6,28.9,47.7,36.5,49.9,44.8,38.9,32.6,28.2,30.7,65.5,2.4,12.0,R32,1.0,0,1.0
420,2014,Eastern Kentucky,OVC,31.0,22.0,9.0,0.71,111.0,107.7,57.0,55.5,16.0,24.2,23.0,33.4,43.7,55.3,56.2,56.1,38.6,36.3,43.9,36.2,66.1,-3.2,15.0,R64,0.0,0,0.0
421,2014,Louisiana Lafayette,SB,31.0,20.0,11.0,0.645,110.9,104.9,51.9,50.1,19.1,18.7,36.7,32.1,44.9,44.1,49.9,50.3,37.4,33.0,32.3,30.1,70.2,-3.7,14.0,R64,0.0,0,0.0
422,2014,Delaware,CAA,34.0,25.0,9.0,0.735,110.9,105.9,50.6,49.1,13.5,16.7,29.5,32.7,43.2,37.8,49.9,49.5,34.5,32.1,34.4,31.6,72.4,-1.2,13.0,R64,0.0,0,0.0
423,2014,Texas,B12,33.0,23.0,10.0,0.697,110.8,95.1,47.4,46.0,17.7,16.6,39.4,30.0,43.8,40.5,46.9,42.9,32.4,34.2,26.4,35.9,68.9,3.7,7.0,R32,1.0,1,0.0
424,2014,Stephen F. Austin,Slnd,31.0,29.0,2.0,0.935,110.8,100.6,52.4,50.2,16.8,24.4,38.5,29.3,40.1,52.5,52.3,49.5,35.2,34.8,35.8,25.9,63.8,1.8,12.0,R32,1.0,0,1.0
425,2014,George Washington,A10,32.0,24.0,8.0,0.75,110.1,96.2,51.6,47.0,19.0,19.6,34.8,31.0,46.7,33.5,50.2,47.0,36.9,31.4,28.6,36.0,67.4,3.2,9.0,R64,0.0,0,0.0
426,2014,Arizona St.,P12,32.0,21.0,11.0,0.656,109.9,95.5,52.3,46.0,16.3,17.1,24.2,30.1,42.0,37.0,48.9,45.0,38.6,32.4,37.5,27.5,69.3,1.2,10.0,R64,0.0,0,0.0
427,2014,Massachusetts,A10,32.0,24.0,8.0,0.75,109.7,96.1,50.6,46.4,18.8,18.8,34.3,31.6,40.0,36.7,50.1,46.2,34.7,31.3,26.4,27.0,71.7,3.7,6.0,R64,0.0,1,-1.0
428,2014,Ohio St.,B10,34.0,25.0,9.0,0.735,109.3,88.4,50.3,45.2,17.1,22.0,30.0,30.0,42.8,29.7,51.0,45.7,32.6,29.4,33.2,31.7,65.3,4.5,6.0,R64,0.0,1,-1.0
429,2014,Nebraska,B10,31.0,19.0,12.0,0.613,108.6,96.0,48.3,47.7,16.7,19.0,26.1,28.9,42.8,43.1,47.1,47.6,33.9,31.9,33.3,35.7,66.3,1.3,11.0,R64,0.0,0,0.0
430,2014,Cincinnati,Amer,33.0,27.0,6.0,0.818,108.6,91.1,47.9,44.6,17.4,22.5,39.1,32.3,39.1,35.3,46.9,43.0,33.5,31.9,31.2,32.4,63.5,5.4,5.0,R64,0.0,1,-1.0
431,2014,Mercer,ASun,31.0,23.0,8.0,0.742,108.4,101.0,53.9,46.5,17.8,19.2,32.6,30.1,37.3,41.6,51.3,46.8,38.8,30.6,37.2,36.3,65.4,-2.6,14.0,R32,1.0,0,1.0
432,2014,San Diego St.,MWC,31.0,27.0,4.0,0.871,108.4,90.6,46.8,44.4,15.3,21.1,36.1,29.5,44.9,31.8,45.4,43.6,33.9,30.8,25.2,31.0,64.4,6.1,4.0,Sweet Sixteen,2.0,2,0.0
433,2014,Kansas St.,B12,32.0,20.0,12.0,0.625,108.1,93.0,49.0,45.4,18.5,18.8,35.0,33.0,40.8,45.5,48.4,46.0,33.4,29.4,32.3,31.2,64.9,0.6,9.0,R64,0.0,0,0.0
434,2014,Colorado,P12,34.0,23.0,11.0,0.676,108.0,95.7,48.5,49.3,19.4,18.1,34.3,26.0,48.4,30.6,48.7,46.9,32.0,35.7,30.2,35.9,67.0,2.4,8.0,R64,0.0,1,-1.0
435,2014,VCU,A10,34.0,26.0,8.0,0.765,107.8,89.8,47.8,47.5,17.2,25.6,35.1,30.7,35.7,39.5,45.5,48.5,34.9,30.1,33.9,30.0,71.0,3.7,5.0,R64,0.0,1,-1.0
436,2014,Manhattan,MAAC,32.0,25.0,7.0,0.781,106.4,97.4,50.8,45.6,19.7,21.8,34.8,33.1,55.9,52.5,48.9,44.2,36.7,32.7,31.3,27.9,69.7,-0.4,13.0,R64,0.0,0,0.0
437,2014,North Carolina Central,MEAC,31.0,26.0,5.0,0.839,106.2,99.3,50.2,43.4,17.4,24.0,35.4,32.8,50.8,45.3,50.8,42.2,32.6,30.3,29.4,36.1,64.3,-0.5,14.0,R64,0.0,0,0.0
438,2014,Tulsa,CUSA,33.0,21.0,12.0,0.636,106.1,97.3,49.3,46.3,16.5,20.4,30.1,29.4,47.8,48.3,49.6,42.9,32.5,35.3,31.7,34.2,68.5,-3.5,13.0,R64,0.0,0,0.0
439,2014,Saint Louis,A10,31.0,25.0,6.0,0.806,105.4,90.0,49.7,44.0,18.6,21.0,29.2,29.1,40.6,34.3,50.5,44.1,32.0,29.1,32.6,25.7,67.4,3.9,5.0,R32,1.0,1,0.0
440,2014,Weber St.,BSky,28.0,17.0,11.0,0.607,105.2,106.6,54.8,47.4,19.1,13.6,28.0,28.7,50.0,35.1,52.2,46.7,39.4,33.1,37.3,22.4,64.4,-6.8,16.0,R64,0.0,0,0.0
441,2014,Western Michigan,MAC,31.0,22.0,9.0,0.71,105.0,102.1,52.4,47.3,20.9,18.5,31.4,31.6,51.7,34.9,54.1,47.6,33.0,31.2,35.0,38.6,67.0,-2.8,14.0,R64,0.0,0,0.0
442,2014,Milwaukee,Horz,33.0,20.0,13.0,0.606,104.5,104.5,49.6,49.2,20.0,18.5,28.6,31.1,45.5,36.9,49.8,50.0,33.0,31.6,40.7,32.4,67.8,-5.9,15.0,R64,0.0,0,0.0
443,2014,American,Pat,32.0,20.0,12.0,0.625,103.5,98.5,56.3,45.9,22.9,19.9,27.0,29.9,34.9,41.2,55.7,45.4,38.2,31.3,35.6,30.7,61.4,-5.3,15.0,R64,0.0,0,0.0
444,2014,Cal Poly,BW,30.0,11.0,19.0,0.367,103.0,104.1,46.3,49.1,14.8,17.9,30.8,33.0,33.0,42.9,44.1,48.3,33.5,34.0,35.1,31.0,60.3,-10.6,16.0,R64,0.0,0,0.0
445,2014,Albany,AE,32.0,18.0,14.0,0.562,102.2,104.1,48.7,48.2,19.8,18.7,32.4,29.2,42.5,29.2,46.6,45.6,36.4,35.2,26.4,36.1,63.2,-8.5,16.0,R64,0.0,0,0.0
446,2014,Wofford,SC,29.0,17.0,12.0,0.586,100.1,103.2,49.2,49.3,16.4,19.7,31.2,29.1,33.9,40.0,47.3,49.6,35.9,32.5,29.5,28.0,62.2,-6.4,15.0,R64,0.0,0,0.0
447,2014,Coastal Carolina,BSth,30.0,18.0,12.0,0.6,97.3,102.5,47.9,47.2,20.4,18.5,34.8,29.9,38.9,39.1,47.9,46.5,32.0,32.1,31.1,42.4,67.6,-7.5,16.0,R64,0.0,0,0.0
448,2015,Wisconsin,B10,34.0,31.0,3.0,0.912,126.4,92.1,54.6,46.7,12.4,16.7,31.9,23.7,35.6,21.1,55.1,44.0,35.7,36.0,37.0,26.7,59.3,11.3,1.0,Finals,5.0,5,0.0
449,2015,Duke,ACC,33.0,29.0,4.0,0.879,124.6,93.1,56.9,47.4,16.8,18.7,37.4,30.1,40.2,24.9,56.3,47.1,38.6,32.0,34.5,27.7,66.8,10.6,1.0,CHAMPS,6.0,5,1.0
450,2015,Notre Dame,ACC,34.0,29.0,5.0,0.853,124.4,99.8,58.6,48.1,14.4,17.4,28.1,31.6,37.1,23.3,58.4,47.4,39.2,32.9,38.6,32.6,64.1,8.4,3.0,Elite Eight,3.0,2,1.0
451,2015,Villanova,BE,34.0,32.0,2.0,0.941,120.7,91.4,55.3,45.5,16.6,21.7,32.7,31.1,42.4,30.3,53.1,45.2,38.9,30.8,43.0,32.5,64.8,11.2,1.0,R32,1.0,5,-4.0
